_link,_link_main,id,title,description
1.tender.criteria.0,1,99969,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1.tender.criteria.1,1,99970,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1.tender.criteria.2,1,99971,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1.tender.criteria.3,1,99972,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1.tender.criteria.4,1,99973,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
2.tender.criteria.0,2,65299,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
2.tender.criteria.1,2,65300,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
2.tender.criteria.2,2,65301,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
2.tender.criteria.3,2,65302,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
2.tender.criteria.4,2,65303,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
2.tender.criteria.5,2,65304,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
2.tender.criteria.6,2,65305,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
2.tender.criteria.7,2,65306,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
4.tender.criteria.0,4,157928,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
4.tender.criteria.1,4,157929,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
4.tender.criteria.2,4,157930,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
4.tender.criteria.3,4,157931,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
4.tender.criteria.4,4,157932,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
4.tender.criteria.5,4,157933,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
4.tender.criteria.6,4,157934,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
4.tender.criteria.7,4,157935,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[2073/74]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
5.tender.criteria.0,5,65457,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
5.tender.criteria.1,5,65458,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
5.tender.criteria.2,5,65459,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
5.tender.criteria.3,5,65460,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
5.tender.criteria.4,5,65461,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
5.tender.criteria.5,5,65462,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
5.tender.criteria.6,5,65463,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
5.tender.criteria.7,5,65464,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
6.tender.criteria.0,6,170621,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
6.tender.criteria.1,6,170622,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
6.tender.criteria.2,6,170623,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
6.tender.criteria.3,6,170624,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
6.tender.criteria.4,6,170625,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
8.tender.criteria.0,8,65417,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
8.tender.criteria.1,8,65418,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
8.tender.criteria.2,8,65419,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
8.tender.criteria.3,8,65420,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
8.tender.criteria.4,8,65421,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
8.tender.criteria.5,8,65422,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
8.tender.criteria.6,8,65423,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
8.tender.criteria.7,8,65424,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
9.tender.criteria.0,9,160656,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
9.tender.criteria.1,9,160657,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
9.tender.criteria.2,9,160658,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
9.tender.criteria.3,9,160659,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
9.tender.criteria.4,9,160660,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
9.tender.criteria.5,9,160661,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
9.tender.criteria.6,9,160662,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
9.tender.criteria.7,9,160663,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[2073/074]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
11.tender.criteria.0,11,91973,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
11.tender.criteria.1,11,91974,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
11.tender.criteria.2,11,91975,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
11.tender.criteria.3,11,91976,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
11.tender.criteria.4,11,91977,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
11.tender.criteria.5,11,91978,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
11.tender.criteria.6,11,91979,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
11.tender.criteria.7,11,91980,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[2073/74]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
13.tender.criteria.0,13,128832,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
13.tender.criteria.1,13,128833,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
13.tender.criteria.2,13,128834,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
13.tender.criteria.3,13,128835,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
13.tender.criteria.4,13,128836,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
14.tender.criteria.0,14,88839,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
14.tender.criteria.1,14,88840,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
14.tender.criteria.2,14,88841,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
14.tender.criteria.3,14,88842,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
14.tender.criteria.4,14,88843,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
15.tender.criteria.0,15,76392,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
15.tender.criteria.1,15,76393,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
15.tender.criteria.2,15,76394,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
15.tender.criteria.3,15,76395,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
15.tender.criteria.4,15,76396,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
15.tender.criteria.5,15,76397,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
15.tender.criteria.6,15,76398,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
15.tender.criteria.7,15,76399,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
16.tender.criteria.0,16,170095,Nationality,"Nationality in accordance with ITB Subclause 4.2.  Single entity must meet requirements. In case of joint ventures, each  partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
16.tender.criteria.1,16,170096,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.  Single entity must meet requirements. In case of joint ventures, each  partner must meet requirement.  Document required: Letter of Technical Bid"
16.tender.criteria.2,16,170097,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB  Subclause 4.4.  Single entity must meet requirements. In case of joint ventures, each  partner must meet requirement.  Document required: Letter of Technical Bid"
16.tender.criteria.3,16,170098,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.  Single entity must meet requirements. In case of joint ventures, each  partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
16.tender.criteria.4,16,170099,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN  Security Council resolution in accordance with ITB Subclause 4.7.  Single entity must meet requirements. In case of joint ventures, each  partner must meet requirement.  Document required: Letter of Technical Bid"
19.tender.criteria.0,19,76356,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
19.tender.criteria.1,19,76357,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
19.tender.criteria.2,19,76358,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
19.tender.criteria.3,19,76359,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
19.tender.criteria.4,19,76360,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
19.tender.criteria.5,19,76361,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
19.tender.criteria.6,19,76362,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
19.tender.criteria.7,19,76363,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
20.tender.criteria.0,20,81961,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
20.tender.criteria.1,20,81962,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
20.tender.criteria.2,20,81963,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
20.tender.criteria.3,20,81964,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
20.tender.criteria.4,20,81965,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
21.tender.criteria.0,21,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
22.tender.criteria.0,22,169872,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
22.tender.criteria.1,22,169873,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
22.tender.criteria.2,22,169874,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
22.tender.criteria.3,22,169875,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
22.tender.criteria.4,22,169876,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
23.tender.criteria.0,23,36826,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
23.tender.criteria.1,23,36827,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
23.tender.criteria.2,23,36828,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
23.tender.criteria.3,23,36829,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
23.tender.criteria.4,23,36830,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
23.tender.criteria.5,23,36831,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
23.tender.criteria.6,23,36832,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
23.tender.criteria.7,23,36833,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
25.tender.criteria.0,25,169589,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
25.tender.criteria.1,25,169590,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
25.tender.criteria.2,25,169591,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
25.tender.criteria.3,25,169592,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
25.tender.criteria.4,25,169593,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
26.tender.criteria.0,26,90833,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
26.tender.criteria.1,26,90834,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
26.tender.criteria.2,26,90835,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
26.tender.criteria.3,26,90836,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
26.tender.criteria.4,26,90837,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
26.tender.criteria.5,26,90838,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
26.tender.criteria.6,26,90839,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
26.tender.criteria.7,26,90840,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [2073/074].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
28.tender.criteria.0,28,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
29.tender.criteria.0,29,152400,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
29.tender.criteria.1,29,152401,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
29.tender.criteria.2,29,152402,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
29.tender.criteria.3,29,152403,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should valid for 2074/75 be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
29.tender.criteria.4,29,152404,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
29.tender.criteria.5,29,152405,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
29.tender.criteria.6,29,152406,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
29.tender.criteria.7,29,152407,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [2073/74].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
30.tender.criteria.0,30,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
31.tender.criteria.0,31,127876,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
31.tender.criteria.1,31,127877,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
31.tender.criteria.2,31,127878,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
31.tender.criteria.3,31,127879,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
31.tender.criteria.4,31,127880,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
31.tender.criteria.5,31,127881,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
31.tender.criteria.6,31,127882,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
31.tender.criteria.7,31,127883,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[2073/2074]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
