0,1,2,3,4,5,6,7,8,9,10,11
Inaruwa Municipality,0,3,75,,,78,,151,,151,229
Duhabi Municipality,0,61,72,,,133,,144,,144,277
Barah Chhetra Municipality,0,16,116,,,132,,235,,235,367
Ramdhuni Municipality,0,132,63,,,195,,127,,127,322
Urlabari Municipality,0,69,149,,,218,,1426,,1426,1644
