0,1,2,3,4,5,6,7,8,9,10,11
Rapti Rural Municipality,0,318,102,,,420,,125,,125,545
Shantinagar Rural Municipality,0,3,59,,,62,,118,,118,180
Khajura Rural Municipality,0,9,513,,,522,,247,,247,769
Janaki Rural Municipality,0,4,75,,,79,,149,,149,228
