contract_id,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status
LAL-14-2077/078,LALJHADI RURAL MUNICIPALITY,Construction of Shankarpur Hospital Building,60502650.12,Works,NCB,In-Progress
30-BMC/2078/079/W/NCB/88,Bharatpur Metropolitian City Office,"Road Construction at different wards of Bharatpur Metropolitan City (Ward 11,12,15,16,23)",35000000.0,Works,NCB,Completed
PUN/MUN/078/079-28,Punarbas Municipality Office,"Ansubarmabasti plot no -19 to kalika mandir, Plot no 24 to mahendrabasti , 6no plot to 19 no plot Road maintinance , Ward no 1",1206388.0,Works,Sealed Quotation,Completed
PUN/MUN/078/079-29,Punarbas Municipality Office,Rastriya Adharbhut School to Khet jane sadak ward no 7,1405946.0,Works,Sealed Quotation,In-Progress
PUN/MUN/078/079-30,Punarbas Municipality Office,Sitabasti Khagaun kirtipur - masanghat Road Maintinance ward no 9,1373797.05,Works,Sealed Quotation,In-Progress
PUN/MUN/078/079-31,Punarbas Municipality Office,Medical Tol Road maintinance Ward no 10,1218127.57,Works,Sealed Quotation,Completed
TB/PUN/MUN/078/079-26,Punarbas Municipality Office,Procurement of Fabricated Steel Parts for Kursha Nala-09 and Lamaiya Nala-10 Trail Bridge,3070984.0,Works,NCB,In-Progress
23/KRM/BUILDING/2078/079,Kamal Rural Municipality,"Construction of ward office building, ward no. 2",8982741.58,Works,NCB,In-Progress
22/KRM/BRIDGE/2078/079,Kamal Rural Municipality,Construction of superstructure & protection works in gosline dhyangri khola bridge,7498188.2,Works,NCB,In-Progress
45/KRM/ROAD/2078/079,Kamal Rural Municipality,"Construction Of Asphalt Concreting work and Road Lighting System in Kerkha Bazaar, Ward No. 3",4306695.06,Works,NCB,In-Progress
UDB-RUP/34701012/NCB/078-79/3,"Urban Development and Building Office, Rupandehi","Construction of Infrastructure (Road Upgrading Works) at Unnatitole, Omsatiya Rural Municipality, Rupandehi.",1850689.14,Works,NCB,Completed
UDBO/ILAM/W/NCB/14/075-76,"Urban Development and Building Office, Ilam","Construction of road and drain in ilam municipality, ilam",17366554.4,Works,NCB,Completed
UDB-RUP/33704014/NCB/077-78/10,"Urban Development and Building Office, Rupandehi","Construction of Road, Footpath and paving Interlock Block Works at Devdaha Municipality, Rupandehi",6682408.91,Works,NCB,In-Progress
UDB-RUP/33704014/NCB/077-78/15,"Urban Development and Building Office, Rupandehi","Construction of Road, Footpath and paving Interlock Block Works at Sitganga Municipality, Arghakhachi",8940572.07,Works,NCB,In-Progress
18-BMC/2078/079/W/NCB/43,Bharatpur Metropolitian City Office,"""Construction of Blacktopped Road from Padam Pokhari Shivalaya Chowk to Aas Bahadur's House Chowk Towards North, BMC-22""",4196236.95,Works,NCB,Completed
18-BMC/2078/079/W/NCB/44,Bharatpur Metropolitian City Office,"""Construction of Blacktopped Road from Hari Prasad Sapkota's House to Ward no 17 Territory in East, BMC-19""",2165894.26,Works,NCB,Completed
30-BHR/2078/079/W/NCB/88,Bharatpur Metropolitian City Office,Road Construction at Different wards of bharatpur metropolitan city (ward 11 12 15 16 23),34868629.64,Works,NCB,In-Progress
30-BHR/2078/079/W/NCB/89,Bharatpur Metropolitian City Office,"Kerunga River Beautification RCC wall Construction at Kerunga Ghol,Ward no 9",28314300.11,Works,NCB,Completed
29-BHR/2078/079/W/NCB/93,Bharatpur Metropolitian City Office,Blacktopped Road And Drain Construction at Bharatpur Ward No. 2,3257155.51,Works,NCB,In-Progress
23-BMC/2078/079/W/NCB/57,Bharatpur Metropolitian City Office,"Maintenance Of Different Roads of Ward no. 7, BMC",3121579.77,Works,NCB,In-Progress
23-BMC/2078/079/W/NCB/61,Bharatpur Metropolitian City Office,ward 22 chowk dekhi paschim kurmiya chowk samma kalopatre kaam,6787779.64,Works,NCB,In-Progress
37-BMC/2078/079/W/NCB/103,Bharatpur Metropolitian City Office,"Construction of ward office Building, Bharatur",13051750.44,Works,NCB,In-Progress
5-BMC/2078/079/W/NCB/7,Bharatpur Metropolitian City Office,Blacktopped Road Construction on Bharatpur ward no. 15.(Ghumaune chowk Yelauli chowk-Suryanagar School-Suryaratna Chowk Road Sectio,41846863.96,Works,NCB,In-Progress
6-BMC/2078/079/W/NCB/8,Bharatpur Metropolitian City Office,"Blacktopped Road Maintenance and Rigid Pavement Works at Different Ward of Bharatpur Metropolitan city.""",63782797.13,Works,NCB,In-Progress
8-BMC/2078/079/W/NCB/10,Bharatpur Metropolitian City Office,"Gravel Road Maintenance and Filling Works at Different ward of Bharatpur Metropolitan City.""",16253920.0,Works,NCB,In-Progress
24-BMC/2078/079/W/NCB/64,Bharatpur Metropolitian City Office,"Blacktopped Road Construction At Ward no 2, (sichaai)",3535572.25,Works,NCB,Completed
8-BMC/2078/079/G/NCB/11,Bharatpur Metropolitian City Office,Supply and Delivery of NP3 Hume Pipe at Bharatpur Metropolitan City,3012693.0,Goods,NCB,Completed
25-BMC/2078/079/W/NCB/68,Bharatpur Metropolitian City Office,"Construction Of RCC Box Culvert , Ward no 1 Devghat",2347724.61,Works,NCB,Completed
9-BMC/2078/079/W/NCB/13,Bharatpur Metropolitian City Office,Blacktopped Road Construction at Bharatpur Ward No. 22,6309690.18,Works,NCB,In-Progress
9-BMC/2078/079/W/NCB/14,Bharatpur Metropolitian City Office,"Construction Of Additional Storey On Existing Ward Office Building , Ward No.22",7151887.8,Works,NCB,In-Progress
9-BMC/2078/079/G/NCB/15,Bharatpur Metropolitian City Office,"Supply and Delivery of Furniture and Fixtures at Bharatpur Metropolitan City.""",10010670.0,Goods,NCB,Completed
11-BMC/2078/079/G/SQ/17,Bharatpur Metropolitian City Office,Supply and Delivery of Concrete Ring as per Specification at Bharatpur Metropolitan City.,1630092.8,Goods,Sealed Quotation,Completed
RE-11-BMC/2078/079/G/SQ/18,Bharatpur Metropolitian City Office,Supply and Delivery of Ladies Bicycle as per Specification at Bharatpur Metropolitan City Office.,1457355.35,Goods,Sealed Quotation,Completed
11-BMC/2078/079/W/SQ/19,Bharatpur Metropolitian City Office,Construction of Costumer Waiting House at Bharatpur Metropolitan City Office Premises.,1205440.5,Works,Sealed Quotation,Completed
12-BMC/2078/079/W/SQ/21,Bharatpur Metropolitian City Office,"Construction of Blacktopped road in Namuna Marga (Toyanath Bhattarai House to Adhikari House), Ward no-11",1872410.0,Works,Sealed Quotation,Completed
13-BMC/2078/079/W/NCB/22,Bharatpur Metropolitian City Office,"Blacktopped Road Construction from Ankur Jabara-Suk Nepali to Aas BK house, Ward no 22",3165259.2,Works,NCB,In-Progress
14-BMC/2078/079/W/SQ/24,Bharatpur Metropolitian City Office,"Mosaic Tiles work in Sarada Ma. Vi., Ward no 19",1099351.35,Works,Sealed Quotation,Completed
15-BMC/2078/079/W/NCB/26,Bharatpur Metropolitian City Office,Blacktopped Road Construction in Ward no 6 (East of Gitanagar Healthpost and South of Khageri Nahar),5349537.79,Works,NCB,Completed
15-BMC/2078/079/W/NCB/28,Bharatpur Metropolitian City Office,Blacktopped Road Construction in Ward no 7 (Ujwol tole 22 no. Marga and Saptagandaki tole Khadananda Marga),5034206.5,Works,NCB,Completed
16-BMC/2078/079/W/NCB/29,Bharatpur Metropolitian City Office,"Additional Storey Construction in Sashinagar Ma.Vi., Ward No-18",3123211.07,Works,NCB,Completed
45-BMC/2078/079/W/NCB/133,Bharatpur Metropolitian City Office,Blacktopped Road Construction from Amulya Chowk to Ward no 23 territory,6489677.9,Works,NCB,In-Progress
26-BMC/2078/079/W/NCB/73,Bharatpur Metropolitian City Office,"Truss and Different construction works in Ward office building, BMC 23",2732144.55,Works,NCB,Completed
17-BMC/2078/079/W/SQ/38,Bharatpur Metropolitian City Office,Culvert Construction at Torikhet narayani Lift nahar ward no-5,1208974.22,Works,Sealed Quotation,Completed
RE-26-BHR/2078/079/W/SQ/076,Bharatpur Metropolitian City Office,Canal lining work at Bikash pokhari taal ward nm 21,469330.17,Works,NCB,Completed
27-BMC/2078/079/W/NCB/78,Bharatpur Metropolitian City Office,"""Blacktopped Road Construction (from Tham Prasad Tiwari's Chok to Nim Chok ward no. 24 & 25 Connecting upto yamu Bhandari's Ghar Chok)""",4702829.05,Works,NCB,Completed
17-BMC/2078/079/W/NCB/39,Bharatpur Metropolitian City Office,Construction of Additional Works on Commercial Building in BMC Ward no-21,6737827.2,Works,NCB,In-Progress
27-BMC/2078/079/W/NCB/79,Bharatpur Metropolitian City Office,"""Construction of Conference hall on the first floor of existing ward office Building,BMC 24""",3291020.12,Works,NCB,In-Progress
28-BHR/2078/079/W/NCB/81,Bharatpur Metropolitian City Office,Blacktopped road construction at Laxmipur marga & om shanti Marga Bmc ward no 04,2347596.6,Works,NCB,In-Progress
32-BMC/2078/079/G/NCB/92,Bharatpur Metropolitian City Office,Supply and Delivery of Machine and Equipment for Material Testing Laboratory at Bharatpur Metropolitan City,1597288.9,Goods,NCB,Completed
NCB/PTNMUN/W-10/2077/078,"Patan Municipality, Patan, Baitadi","Construction of Municipality Office Building Phase II, Patan,baitadi.",26858495.17,Works,NCB,In-Progress
19-BMC/2078/079/W/NCB/47,Bharatpur Metropolitian City Office,"""Blacktopped Road Construction on Road from Amarjyoti School to South Territory of Ward no 13, BMC-6""",2155640.24,Works,NCB,Completed
21/KRM/BUILDING/2078/079,Kamal Rural Municipality,"Construction Of Basic Health Post Building, Ward No. 4",2117625.48,Works,NCB,In-Progress
24//KRM/ROAD/2078/079,Kamal Rural Municipality,Construction Of Black Top Road On Chiseni Marga Ward No. 5,3885832.71,Works,NCB,In-Progress
28/KRM/GABION/2078/079,Kamal Rural Municipality,"Construction Works For Protection Of Bridge On Dhyangri River, Ward No. 2",3448174.45,Works,NCB,In-Progress
26-BMC/2078/079/W/NCB/74,Bharatpur Metropolitian City Office,Blacktopped Road Construction at Naharko dil dekhi shristichowk ward no 5,4962645.0,Works,NCB,Completed
26-BMC/2078/079/W/NCB/75,Bharatpur Metropolitian City Office,"Multi Cell RCC Box Culvert Construction, Ward no 29",3514192.0,Works,NCB,In-Progress
27-BMC/2078/079/W/NCB/77,Bharatpur Metropolitian City Office,"""Additional Storey Construction works On Existing Ward Office Building, BMC 17""",4213885.0,Works,NCB,In-Progress
42/KRM/COMMUNITY/2078/079,Kamal Rural Municipality,"Construction Of Toilet and Internal Finishing work in Gauri shankhar siwalaya building, Ward No 5",1843123.79,Works,Sealed Quotation,In-Progress
BMO/Work/Bajura/NCB/05/078/79,"Badimalika Municipality, Bajura",Sarashowati Schoold Building Block B,1341316.33,Works,NCB,In-Progress
BTR/NCB/WORKS/C/10/076/077,Badhaiyatal Rural Municipality,Construction of Asphalt Concrete Road From Gabisa To Mankhola,70117998.17,Works,NCB,Completed
BMO/WORK/BAJURA/NCB/012/077-078,"Badimalika Municipality, Bajura",BMO/WORK/BAJURA/NCB/012/077-078,88726219.68,Works,NCB,In-Progress
03/NCB/GOODS/BRM/2078-79,Bijaynagar Rural Municipality,Procurement and Supply of Coloured CGI and GI Plain Sheets.,4362308.5,Goods,NCB,Completed
32/KRM/TOILET/2078/079,Kamal Rural Municipality,Construction Of Toilet In Jyoti School Ward No. 4,646041.27,Works,Sealed Quotation,In-Progress
BTRM/NCB/WORKS/C/01/2078/079,Badhaiyatal Rural Municipality,Construction of Earthen Dam & Clearance of Lake,38138552.53,Works,NCB,In-Progress
33/KRM/MASONARY/2078/079,Kamal Rural Municipality,Construction Of Protection Work in Chulachuli Danfe Agricultural Raod,998694.78,Works,Sealed Quotation,In-Progress
BTRM/NCB/WORKS/C/02/2078/79,Badhaiyatal Rural Municipality,Construction Of Asphalt Concrete Road From Mainapokhar To Jagatiya,52183458.1,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/03/2078/079,Badhaiyatal Rural Municipality,Construction Of Asphalt Concrete Road From Pachasa To Bogatiya,52693099.17,Works,NCB,In-Progress
UDBO/ILAM/W/NCB/10/075-76,"Urban Development and Building Office, Ilam","Rabi Bazaar Dhal Nikaas Tatha Bazaar Kalo patre, Rabi, Miklajung Rural Municipality, paanchthar",60890289.7,Works,NCB,Completed
BTRM/NCB/WORKS/C/04/2078/079,Badhaiyatal Rural Municipality,Construction Of Asphalt Concrete Road From Ward No: 2 Office To Mankhola ( Phase 2; Extended From Shiva Chowk Towards Madan Chowk ),33200493.41,Works,NCB,In-Progress
W/GRM/NCB/03/2078-079,Geruwa Rural Municipality,Construction of blacktop road and other structure work at ekpriya ma vi- bhairampur road,3704140.02,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/05/2078/079,Badhaiyatal Rural Municipality,Construction Of Asphalt Concrete Road From Madan Chowk To Shiva Chowk,3217653.24,Works,NCB,Completed
39/KRM/TOILET/2078/079,Kamal Rural Municipality,"Construction Of Siddhadevi School Building, Ward No 5",1145194.4,Works,Sealed Quotation,In-Progress
BTRM/NCB/GOODS/06/2078/079,Badhaiyatal Rural Municipality,PROCUREMENT OF FABRICATED STEEL PARTS FOR THE SITAPUR-PURAINA SUSPENSION BRIDGE,2895069.04,Goods,NCB,In-Progress
W/GRM/NCB/01/2078-079,Geruwa Rural Municipality,Construction of blacktop road and other structure work at janaknagar towards kanpur chowk road,14413296.28,Works,NCB,In-Progress
40/KRM/TOILET/2078/079,Kamal Rural Municipality,"Construction Of Toilet In Saraswati Ma Vi, Ward No. 7",1426290.84,Works,Sealed Quotation,In-Progress
16/NCB/WORKS/BRM/2078-79,Bijaynagar Rural Municipality,Mahadev-Dalpur-Nayabasti-Naurangiya-Jawavbairath kalopatre sadak (Phase II),3585064.68,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/12/075/076,Badhaiyatal Rural Municipality,"Construction of Basic Health Service Center Building, Ward No 01",2949835.15,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/03/2077/078,Badhaiyatal Rural Municipality,Construction Of Badhaiyatal rural Municipality Building,47509858.82,Works,NCB,In-Progress
17/NCB/WORKS/BRM/2078-79,Bijaynagar Rural Municipality,Tripalnagar-Jawabairath Sadak Staronnati Tatha Kalopatre (Phase II),6478205.18,Works,NCB,In-Progress
BTRM/NCB/WORKS/02/077/078,Badhaiyatal Rural Municipality,Construction of Asphalt Road Between Saulibazar To Mayurbasti Road,4184413.95,Works,NCB,In-Progress
BTRM/NCB/WORKS/01/077/078,Badhaiyatal Rural Municipality,Construction of Multipurpose Seminar Hall Badhaiyatal Rural Municipality Building,7026050.01,Works,NCB,In-Progress
05/RM/NCB/W/2078/079,"Rajapur Municipality Office, Rajapur",Rajapur ward No 5 pahadipur dekhi ward no 10 lalpur Samma Blacktop Construction works.,45540956.91,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/03/075/076,Badhaiyatal Rural Municipality,Construction of Asphalt Road from Simara To Futaha Road,43052684.75,Works,NCB,Completed
18/SQ/WORKS/BRM/2078-79,Bijaynagar Rural Municipality,Premnagar Gaun Bitra Sadak Kalopatre tatha staronnati (Phase II),1386114.69,Works,Sealed Quotation,Completed
19/NCB/WORKS/BRM/2078-79,Bijaynagar Rural Municipality,Mahadaiya-Mainari Sadak Kalopatre (Phase II),3684480.7,Works,NCB,In-Progress
20/NCB/WORKS/BRM/2078-79,Bijaynagar Rural Municipality,Ganeshpur-Dodhari- Khuruhuriya- Premnagar sadak kalopatre Phase (II),2898553.95,Works,NCB,In-Progress
21/NCB/WORKS/BRM/2078-79,Bijaynagar Rural Municipality,Construction of Municipality Level Health and Disaster Shelter Building Phase (II).,2558917.49,Works,NCB,Completed
21/NCB/GOODS/BRM/2078-79,Bijaynagar Rural Municipality,Purchase and Supply of Ladies Bicycle,3601797.03,Goods,NCB,Completed
NCB/PTNMUN/W-09/2077/78,"Patan Municipality, Patan, Baitadi",Conatruction of 15 Bed Basic Hospital Building,162505476.4,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/14/075/076,Badhaiyatal Rural Municipality,"Construction of Basic Health Service Building, Ward no-05",2602694.18,Works,NCB,In-Progress
NCB/PTNMUN/W-06/2077/078,"Patan Municipality, Patan, Baitadi",Construction of Sigas Ma.Bi School Building Gaurishankhar Pokhari Ptn Mun Ward No.03,4409207.1,Works,NCB,In-Progress
NCB/PTNMUN/W-07/2077/78,"Patan Municipality, Patan, Baitadi",CONSTRUCTION OF CIVIL WORK OF SURNAYA JOLABAJ TOLI lIFT PROJECT Stage 1,3255490.3,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/15/075/076,Badhaiyatal Rural Municipality,"Construction of Basic Health Service Building, Ward no-05",2654534.37,Works,NCB,In-Progress
METRO/BHR/W/NCB/27/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Maintenance and Reconstruction Works at Different Ward of Bharatpur Metropolitan City-Package 1,18266129.91,Works,NCB,Completed
NBC/PTNMUN/GP-02/2077/078,"Patan Municipality, Patan, Baitadi","Supplying and fittinf of Electtromechanical Part Of Surnaya JOlabaj Toli Lift Irrigation Project Ward No.04,Baiatdi",5855370.0,Goods,NCB,In-Progress
Metro/Bhr/W/NCB/58/076/077,Bharatpur Metropolitian City Office,Construction of PCC With Meshjali at Ward No.3,1836649.46,Works,NCB,In-Progress
METRO/BHR/W/NCB/39/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction from Munal Chowk to Boarder of ward 6 at Bharatpur 5.,17487743.42,Works,NCB,In-Progress
Metro/Bhr/W/NCB/63/076/077,Bharatpur Metropolitian City Office,Blacktopped Road Construction Work At Ward No. 13,30721894.72,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/06/075/076,Badhaiyatal Rural Municipality,Construction of asphalt road between pachasa kanthapur,37955346.67,Works,NCB,Completed
Metro/Bhr/W/NCB/88/076/077,Bharatpur Metropolitian City Office,"Construction of Public Toilet at Different ward (1, 12, 10) of BMC.",7268206.78,Works,NCB,Completed
02/S-02/PMO/NCB/2077/78,"Patan Municipality, Patan, Baitadi","Conatruction of Gujar Ma.Bi School Building Ward No.03,Baitadi",4269136.0,Works,NCB,In-Progress
BMO/WORK/BAJURA/NCB/01/078-79,"Badimalika Municipality, Bajura",Saraswati School Bulding Construction A,2675298.31,Works,NCB,In-Progress
METRO/BHR/W/NCB/55/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction From West of Ward Office Chowk Up to Shanta Bagaicha Chowk at Bharatpur-15,7222329.34,Works,NCB,In-Progress
METRO/BHR/W/NCB/57/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction From Ward Office through Amar Ma. Vi. Upto Ram Mandir at Bharatpur-22.,15148795.08,Works,NCB,In-Progress
GGM/WOKRKS/NCB/24/2077/078,"Gauriganga Municipality, Chaumala Kailali",CONSTRUCTION OF 15 BED PRIMARY HOSPITAL,101749818.4,Works,NCB,In-Progress
GGM/WOKRKS/NCB/15/2077/078,"Gauriganga Municipality, Chaumala Kailali",ANDAIYA MUL SADAK KALOPATRE,2462132.76,Works,NCB,Completed
METRO/BHR/W/NCB/60/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction From Bhawana Chowk Towards North 6 no. Sakha on Boarder of Bharatpur Ward 14 and 15.,7819613.95,Works,NCB,In-Progress
NCB/PTNMUN/W-02/2078/79,"Patan Municipality, Patan, Baitadi","Construction of Udayadeb Ma.Bi. School Building Patan Municipality Ward No.07,Baitadi",7303936.01,Works,NCB,In-Progress
METRO/BHR/W/NCB/64/077/078,Bharatpur Metropolitian City Office,Blacktopped with Drain Construction in Town School Road at Bharatpur ward no. 22.,6491006.14,Works,NCB,Completed
NCB/PTNMUN/W-08/2078/79,"Patan Municipality, Patan, Baitadi","Construction of Udayadev Ma.Bi. School Building Part II ,Kimtoli Baitadi",2652588.38,Works,NCB,In-Progress
GGM/WOKRKS/NCB/21/2077/078,"Gauriganga Municipality, Chaumala Kailali",CONSTRUCTION OF SANKARPUR UTTAR DAKSHIN SADAK KALOPATRE,1477247.78,Works,NCB,Completed
NCB/PTNMUN/W-03/2078/79,"Patan Municipality, Patan, Baitadi","Construction of Basic Health Centre Building (Type 2) Ward No.07,Kimtoli",1595973.73,Works,NCB,In-Progress
GGM/WOKRKS/NCB/20/2077/078,"Gauriganga Municipality, Chaumala Kailali",CONTRUCTION OF DODA PUL DEKHI MASURIYA GAU,1230649.07,Works,NCB,Completed
NCB/PTNMUN/W-04/2078/79,"Patan Municipality, Patan, Baitadi","Upgrading Rehabitation and Construction of Dehimandu Basantpur Patan Road Ward No.05,Basantpur,Baitadi",5131846.13,Works,NCB,In-Progress
NCB/PTNMUN/W-07/2078/79,"Patan Municipality, Patan, Baitadi","Upgrading Rehabitation and Construction Of Dehimandu Basantpur Patan Road Part II,Ward No.05,Basantpur,Baitadi",5130522.29,Works,NCB,In-Progress
GGM/WOKRKS/NCB/22/2078/79,"Gauriganga Municipality, Chaumala Kailali",CONSTRUCTION OF MALIKA MABI KO BHAWAN MAA TALA THAP NIRMAN KARYA,3608754.25,Works,NCB,Completed
NCB/PTNMUN/W-01/2078/79,"Patan Municipality, Patan, Baitadi","Construction of Ward Office BUilding Ward No.05,Basantpur ,Baitadi",7125217.34,Works,NCB,In-Progress
BTRM/NCB/WORKS/C/04/075/076,Badhaiyatal Rural Municipality,Construction Of asphalt road between Bholagoudi to danfe,77394048.46,Works,NCB,Completed
06/RM/NCB/W/2078/079,"Rajapur Municipality Office, Rajapur",Ward No 4 Renisha Boarding School dekhi Shantipur chowk hudai Bhimmapur Barpipal Samma Road Construction works,9413100.68,Works,NCB,In-Progress
07/RM/NCB/W/2078/079,"Rajapur Municipality Office, Rajapur",Ward no 2 ko chainpur dekhi Geruwa Rajapur simana Samma Black road construction works,9299696.7,Works,NCB,In-Progress
METRO/BHR/W/NCB/65/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction at Bharatpur ward no. 20,5323114.49,Works,NCB,In-Progress
GGM/WORKS/NCB/23/2078/79,"Gauriganga Municipality, Chaumala Kailali",CONSTRUCTION OF SCHOOL BUILDING OF JANAJRITI AAVI,3133197.24,Works,NCB,Completed
BTRM/NCB/WORKS/C/01/075/076,Badhaiyatal Rural Municipality,Construction of Asphalt Road between Bholagoudi to Badhaityatal,31161430.3,Works,NCB,Completed
08/RM/NCB/W/2078/079,"Rajapur Municipality Office, Rajapur",Ward No 2 Jotpur simana dekhi ward No 5 Pahadipur hudai ward No 8 khalla tole hulaki sadak Samma Blacktop road construction works.,9757001.47,Works,NCB,In-Progress
METRO/BHR/W/NCB/67/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction From East of Guman Singh B.K Chowk upto boarder of ward 5 at Bharatpur 15.,8173632.81,Works,NCB,In-Progress
METRO/BHR/W/NCB/68/077/078,Bharatpur Metropolitian City Office,"Blacktopped Road Construction at Bharatpur Ward no. 6,14 and 21.",10564807.1,Works,NCB,In-Progress
GGM/WORKS/NCB/24/2078/79,"Gauriganga Municipality, Chaumala Kailali",CONSTRUCTION OF SWASTHYA EKAI KO LAGI BIRTHING CENTRE,2081764.93,Works,NCB,Completed
METRO/BHR/W/NCB/75/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction at Bharatpur ward no. 6 and 5,11592660.71,Works,NCB,In-Progress
METRO/BHR/W/NCB/ 81/077/078,Bharatpur Metropolitian City Office,Culvert Construction works at Bharatpur Ward No. 27 and 28.,4746495.33,Works,NCB,Completed
METRO/BHR/W/NCB/83/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction from South of Triveni Chowk Up to Canal at Ward No. 5,4594039.43,Works,NCB,In-Progress
METRO/BHR/W/NCB/94/077/078,Bharatpur Metropolitian City Office,"Construction Of Additional Storey On Existing Ward Office Building , Ward No.6",2334339.07,Works,NCB,In-Progress
GGM/WORKS/NCB/17/2078/79,"Gauriganga Municipality, Chaumala Kailali",KHAPTAD BAHUMUKHI CAMPUS VAWAN NIRMAN,4848551.4,Works,NCB,Completed
GGM/WORKS/NCB/25/2078/79,"Gauriganga Municipality, Chaumala Kailali",CONSTRUCTION OF SAFE HOUSE GAURIGANGA 4 RAJIPUR,2657855.34,Works,NCB,Completed
METRO/BHR/W/NCB/131/077/078,Bharatpur Metropolitian City Office,Construction of Blacktopped road and drain in Kachpache Chowk at ward no. 4,2375798.2,Works,NCB,In-Progress
GGM/WOKRKS/NCB/11/2078/79,"Gauriganga Municipality, Chaumala Kailali",AMAI KO GHAR DEKHI AITHA CHOWK SAMMA SADAK KALOPATRE,3248375.96,Works,NCB,Completed
GGM/WOKRKS/NCB/12/2078/79,"Gauriganga Municipality, Chaumala Kailali",MANGALPUR CHOWK DEKHI CHANAURA SADAK KALOPATRE,1308244.16,Works,NCB,In-Progress
13/RM/NCB/W/2078/079,"Rajapur Municipality Office, Rajapur",Ward No 1 ward office jane sadak Black top,11162368.36,Works,NCB,In-Progress
METRO/BHR/W/NCB/139/077/078,Bharatpur Metropolitian City Office,Road Construction Towards Concrete Factory Near Jagannath Chowk at Bharatpur-4.,2276215.5,Works,NCB,In-Progress
METRO/BHR/W/NCB/140/077/078,Bharatpur Metropolitian City Office,Road Construction towards west of Chaurali Chowk at Bharatpur-8,1999306.34,Works,NCB,In-Progress
14/RM/NCB/W/2078/079,"Rajapur Municipality Office, Rajapur",Ward No 3 ward office jane sadak Black top,7841899.19,Works,NCB,In-Progress
METRO/BHR/W/NCB/148/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction of Section Shantichowk-Chhaari Chowk and Bhetghat Chowk-Suryadya chowk at Bharatpur Ward no. 16,2989230.81,Works,NCB,In-Progress
GGM/WOKRKS/NCB/03/2078/79,"Gauriganga Municipality, Chaumala Kailali",JHIL KO BICH TOL BAATA PASCHIM JANE SADAK KALOPATRE,1160415.07,Works,NCB,Completed
15/RM/NCB/W/2078/079,"Rajapur Municipality Office, Rajapur",Dhobinpur dekhi phattepur hudai Puraina samma RCC wall and road upgrading works,11212030.21,Works,NCB,In-Progress
GGM/WORKS/SQ/01/2078/79,"Gauriganga Municipality, Chaumala Kailali",KUCHAINI LAXMI CHOWK DEKHI GHAATGADDI HUDAI BETAINE SADAK KALOPATRE,1524701.93,Works,Sealed Quotation,Completed
37-BMC/2078/079/G/NCB/100,Bharatpur Metropolitian City Office,Procurement of Ayurvedic Medicines for Bharatpur Metropolitan City,4330700.0,Goods,NCB,Completed
GGM/WORKS/SQ/03/2078/79,"Gauriganga Municipality, Chaumala Kailali",SANKARPUR DAKSHIN HUDAI JHOPU SAMMA SADAK KALOPATRESANKARPUR DAKSHIN HUDAI JHOPU SAMMA SADAK KALOPATRESANKARPUR DAKSHIN HUDAI JHOPU SAMMA SADAK KALOPATRE,1073659.33,Works,Sealed Quotation,Completed
W/GRM/NCB/10/2078-079,Geruwa Rural Municipality,Construction of Boundary wall with mesh wire at the bank of Geruwa-Karnali River,9885599.0,Works,NCB,In-Progress
W/GRM/NCB/04/2078-079,Geruwa Rural Municipality,Construction of Blacktop road and other structures at shantibazar-khutena road,3567965.79,Works,NCB,In-Progress
METRO/BHR/W/NCB/142/077/078,Bharatpur Metropolitian City Office,Blacktopped Road Construction at Different Ward of Bharatpur Metropolitan City-Package 2.,63280000.0,Works,NCB,In-Progress
BM/NCB/W/Park/077-078,"Beni Municipality Office of Municipal Executive,Beni ,Myagdi","Construction Of Rawan Park, Beni Mun-5,Pulashram",17677563.91,Works,NCB,In-Progress
W/GRM/NCB/02/2078-079,Geruwa Rural Municipality,Construction of Blacktop road and other structure at patabhar Baluwatar-Shantibazar road,15192846.85,Works,NCB,In-Progress
BM/NCB/Ws/01/078-79,"Beni Municipality Office of Municipal Executive,Beni ,Myagdi","JAMUNAKHARKA WATER SUPPLY PROJECT (EK GHAR EK DHARAA FOTE,RAWADA,SALLERI AREA)",3438211.4,Works,NCB,Completed
W/GRM/NCB/09/2078-079,Geruwa Rural Municipality,Pashupati ma vi school ma prabidhik bhawan nirman,4059903.68,Works,NCB,In-Progress
