source_file,total_records,federal_count,provincial_count,local_count,unknown_count,output_files
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page62_table1.csv,14,0,0,5,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page62_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page62_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page63_table1.csv,16,0,0,7,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page63_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page63_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page64_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page64_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page64_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page65_table1.csv,15,0,0,6,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page65_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page65_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page66_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page66_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page66_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page67_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page67_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page67_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page68_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page68_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page68_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page69_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page69_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page69_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page70_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page70_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page70_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page71_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page71_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page71_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page72_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page72_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page72_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page73_table1.csv,14,0,0,5,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page73_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page73_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page74_table1.csv,16,0,0,7,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page74_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page74_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page75_table1.csv,15,0,0,6,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page75_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page75_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page76_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page76_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page76_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page77_table1.csv,15,0,0,6,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page77_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page77_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page78_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page78_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page78_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page79_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page79_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page79_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page80_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page80_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page80_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page81_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page81_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page81_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page82_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page82_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page82_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page83_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page83_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page83_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page84_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page84_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page84_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page85_table1.csv,15,0,0,6,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page85_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page85_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page86_table1.csv,16,0,0,7,9,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page86_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page86_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page87_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page87_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page87_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page88_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page88_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page88_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page89_table1.csv,17,0,0,7,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page89_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page89_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page90_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page90_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page90_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page91_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page91_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page91_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page92_table1.csv,17,0,0,7,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page92_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page92_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page93_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page93_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page93_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page94_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page94_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page94_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page95_table1.csv,17,0,0,7,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page95_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page95_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page96_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page96_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page96_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page97_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page97_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page97_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page98_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page98_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page98_table1_unknown.csv
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page99_table1.csv,16,0,0,6,10,/home/suchita/Desktop/Arranged data/Final Data/Local/source-book_kzajtb9_page99_table1_local.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page99_table1_unknown.csv
