0,1,2,3,4,5,6,7,8,9,10,11
Kohalpur Municipality,0,53,543,,,596,,194,,194,790
Gulariya Municipality,0,17,122,,,139,,247,,247,386
Thakurbaba Municipality,0,86,79,,,165,,159,,159,324
Bansgadhi Municipality,0,17,134,,,151,,181,,181,332
Madhuwan Municipality,0,17,69,,,86,,138,,138,224
Rajapur Municipality,0,17,73,,,90,,149,,149,239
