0,1,2,3,4,5,6,7,8,9,10,11
Pathari Sanishschare Municipality,0,3,73,,,76,,147,,147,223
Belbari Municipality,0,3,76,,,79,,154,,154,233
Rangeli Municipality,0,3,68,,,71,,139,,139,210
Ratuwamai Municipality,0,3,93,,,96,,188,,188,284
Letang Municipality,0,3,55,,,58,,110,,110,168
Sunwarsi Municipality,0,3,71,,,74,,145,,145,219
