0,1,2,3,4,5,6,7,8,9,10,11
Apihimal Rural Municipality,0,20,24,,,44,,49,,49,93
Duhin Rural Municipality,0,17,25,,,42,,51,,51,93
Naugad Rural Municipality,0,30,49,,,79,,98,,98,177
Byas Rural Municipality,0,20,33,,,53,,67,,67,120
Marma Rural Municipality,0,19,45,,,64,,90,,90,154
Malikarjun Rural Municipality,0,17,47,,,64,,95,,95,159
