0,1,2,3,4,5,6,7,8,9,10,11
Likhupike Rural Municipality,0,3,22,,,25,,44,,44,69
Sotang Rural Municipality,0,3,33,,,36,,66,,66,102
Aiselukharka Rural Municipality,0,18,37,,,55,,75,,75,130
Kepilasgadhi Rural Municipality,0,147,38,,,185,,76,,76,261
Khotehang Rural Municipality,0,76,62,,,138,,127,,127,265
