0,1,2,3,4,5,6,7,8,9,10,11
"347021123 Recurrent 0 0 30 82 112 112
GoN Ref: Counterpart 0
2101001 ADB - General Code 0 0 30 30 30
2103001 IDA - General Code 0 0 82 82 82
347021124 Capital 0 0 891 891 891
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 891 891 891
350 Ministry of Education, Science and Technology 0 1679 7250 11069 19998 74 38592 38666 58664",0,,,,,0,30,82,,112,112
"Ministry of Education, Science and Technology",0,,5938,2130,,8068,74,13619,,13693,21761
School Education Sector Plan ( Central Level),0,,1312,,,1312,,2645,,2645,3957
