0,1,2,3,4,5,6,7,8,9,10,11
"Department of Nepal Standards, Weights & Measurement",0,,,213,,213,,,,0,213
"307030113 Recurrent 0 208 208 0 208
GoN Ref: Counterpart 0
2109006 UNEP Code 0 208 208 0 208
307030114 Capital 0 5 5 0 5
GoN Ref: Counterpart 0
2109006 UNEP Code 0 5 5 0 5
308 Ministry of Energy, Water Resources and Irrigation 0 4250 12769 10960 27979 712 106418 45004 152134 180113",0,,,208,,208,,,,0,208
National Rural and Renewable Energy Programme,0,,4540,10560,,15100,,100,,100,15200
