0,1,2,3,4,5,6,7,8,9,10,11
National Health Training Program,0,,,316,,316,,,,0,316
National Public Health Laboratory,0,9,,295,,304,,,,0,304
Department of Drugs Managment,0,,,99,,99,,,,0,99
"370610134 Capital 0 0 2500 2500 2500
GoN Ref: Counterpart 0
2103014 IDA Health P for R Code 0 0 2500 2500 2500
371 Ministry of Labour, Employment and Social Security 0 472 5321 5793 0 5793",0,,,,,0,,2500,,2500,2500
