0,1,2,3,4,5,6,7,8,9,10,11
"313011173 Recurrent 0 0 825 825 825
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 825 825 825
313011174 Capital 0 0 2925 2925 2925
GoN Ref: Counterpart 0
2103001 IDA - General Code 0 0 2925 2925 2925
314 Ministry of Home Affairs 0 50000 50000 0 50000",0,,,,,0,,825,,825,825
National Police Academy,0,,50000,,,50000,,,,0,50000
"314040134 Capital 0 50000 50000 0 50000
GoN Ref: Counterpart 0
2214001 India - General Code 0 50000 50000 0 50000
325 Ministry of Culture, Tourism and Civil Aviation 0 400 6800 7200 0 7200",0,,50000,,,50000,,,,0,50000
