क्र,,,स्वीकृत बजेट,,,यथार्थ हस्तान्तरण,रु
रु,,संघ,प्रदेश,जम्मा,सङ्घ,प्रदेश,जम्मा
१,समाचीकरण,१५९७१७००,१६६२५००,१७६३४२००,१४६५५६३२,१६६२५००,१६३१८१३२
२,सञशर्त,३४५१५१२८५,३४८१३७९,३८६३२६६४,३१२८२२७३,२८४९५४०,३४१३१८१३
३,विशेष,१६२२०००,७२१८००,२३४३८००,१०१२४७४,४६३११७,१५१५५९१
४,समपूरक,११०१६००,२४८०८५०,उ३४८२४५०,६९९९४७,१४९१२८४,२१९१२३२
,जम्मा,५३०४६५८५,०८३४६५२९,६२१९३११४,४७६९०३२५,६४६६४४१,२४१५६७६७
