,,,,,,,,
गत वर्षको,'जन्मनारी,योवर्षको आन्दानी,जम्मा आन्दानी,यो,वर्षको,,षर्ान्तको भे,ज्दात
,५६५९,३२५४७,३९२०६,,३७८१४५,,१३९१,
