source_file,total_records,federal_count,provincial_count,local_count,unknown_count,output_files
/home/suchita/Desktop/Arranged data/tables/source-book_kzajtb9_page30_table1.csv,11,0,4,0,9,/home/suchita/Desktop/Arranged data/Final Data/Provincial/Koshi/source-book_kzajtb9_page30_table1_koshi.csv | /home/suchita/Desktop/Arranged data/Final Data/Provincial/Madhesh/source-book_kzajtb9_page30_table1_madhesh.csv | /home/suchita/Desktop/Arranged data/Final Data/Unknown/source-book_kzajtb9_page30_table1_unknown.csv
