contract_id,pe_name,contract_name,contract_amount,procurement_category,procurement_method,status
IDO/GORKHA/SQ/W/R/08/078-079,"Infrastructure Development Office, Gorkha","Upgrading of 10 Hattigauda Dharmpani Beltar Khanalthok,Sadak,Gorkha",996846.02,Works,Sealed Quotation,Completed
RIDO/RUK/W/Ro/NCB/25/078-79,"Road Infrastructure Development Office, Rukum (East )",Construction of Dhaunne -Rukumkot Road,5654690.55,Works,NCB,In-Progress
RIDO/RUK/W/Ro/SQ/26/078-79(Re-Notice),"Road Infrastructure Development Office, Rukum (East )","Construction of Garali chuma padmarg, puthauttarganga-8",1090492.04,Works,Sealed Quotation,In-Progress
CTP-13/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Pallo Khola, Mahure, Otelmaghat Trail Bridge",48705260.0,Works,NCB,Completed
CTP-15/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Aathbiskot Manmai, Dalli Dadagau, Nauferi Trail Bridge",30702100.0,Works,NCB,Completed
CTP-16/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bafi Mathodar, Lohakhadi, Karnali Nadi Trail Bridge",46126600.0,Works,NCB,In-Progress
CTP-17/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Gayataar and Sunkoshi Deuralitaar Trail Bridge",24083125.0,Works,NCB,In-Progress
CTP-18/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Sirinjja Bihi and Philim Trail Bridge",54095360.0,Works,NCB,In-Progress
CTP-19/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply,Transportation, Construction and Erection of Dedgau Bataulitaar, Rising Bulingtar Trail Bridge",36576314.6,Works,NCB,In-Progress
CTP-20/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Jhimruk Khola and Hwama Dhawang Trail Bridge",18532000.0,Works,NCB,Completed
CTP-21/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kudar Bhume and Nadung Khola Trail Bridge",45087000.0,Works,NCB,In-Progress
13/077-078/NCB/Works/ISP/WSIEDO-Surkhet,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",Toshra Lift ISP,2534936.93,Works,NCB,In-Progress
CTP-22/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Dhupegaad and Lifru Dadasiri Trail Bridge",25994140.32,Works,NCB,In-Progress
CTP-23/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Dhukling Limi and Ning Trail Bridge",37516000.0,Works,NCB,Completed
CTP-25/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Chisapani Thapagau Trail Bridge",30849000.0,Works,NCB,Completed
CTP-26/077/78,Suspension Bridge Division (SBD),J.K.-Jeevan-Upper Tamakoshi JV,5405920.0,Works,NCB,In-Progress
SRNSP/337011694/078/79-12,Seti Rajmarga (Northern Section) Chainpur Taklakot Road Project,Track opening and structures work at Jhumri khola dekhi phakali jodne sadak,6282278.2,Works,NCB,In-Progress
SRNSP/337011694/078/79-13,Seti Rajmarga (Northern Section) Chainpur Taklakot Road Project,Construction of gabion works,8742524.0,Works,NCB,Completed
NCB-27/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kamal Khola Dovan Trail Bridge",30619811.51,Works,NCB,In-Progress
SRNRP/33701176/2078/79-10,Seti Rajmarga (Northern Section) Chainpur Taklakot Road Project,"Roadway Excavation, Structures and cross drainage works at Chainpur Jayprithivi Nagar-Bisauna-Ranlek-Bijgadha-Kushena-Lim Sadak, Bajhang (Ch 56+500 to 67+000 and 105+500 to 113+200)",186109902.82,Works,NCB,Completed
NCB-28/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Riu Khola Trail Bridge",27525356.42,Works,NCB,In-Progress
NCB-29/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Tulsipur Babai Trail Bridge",41391538.08,Works,NCB,Completed
IDO/GORKHA/NCB/W/BRIDGE/03/077-078,"Infrastructure Development Office, Gorkha","Construction of Dundure Khola Bridge,Gorkha",47251990.67,Works,NCB,In-Progress
SRNRP/33701176/2078/79-11,Seti Rajmarga (Northern Section) Chainpur Taklakot Road Project,"Roadway Excavation,Structure and corss drainage works at Chainpur jayprithvi nagar-Bisauna-Ranlek-Bijgadha-kushena-Lim Sadak Bajhang( Ch 21+000 to Ch 40+000)",238064297.88,Works,NCB,Completed
IDO/GORKHA/NCB/W/BRIDGE/01/077-078,"Infrastructure Development Office, Gorkha","Construction of Daraudi River Bridge.Nayasaghu,Gorkha",156083249.42,Works,NCB,In-Progress
IDO/GORKHA/NCB/W/BRIDGE/04/077-078,"Infrastructure Development Office, Gorkha","Construction of Muglung Khola Bridge,Gorkha",23977716.0,Works,NCB,In-Progress
NCB-30/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Maheshwata Betini Trail Bridge",41445397.86,Works,NCB,Completed
NCB-32/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bhetariya Mohanpur Kailari Trail Bridge",34373228.04,Works,NCB,In-Progress
NCB-33/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Banbarsha Rajipur Trail Bridge",40093271.22,Works,NCB,In-Progress
NCB-34/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Biring (Bahradashi) Trail Bridge",44193670.46,Works,NCB,In-Progress
NCB-35/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Ratnechaur Kudule Trail Bridge",37532978.35,Works,NCB,Completed
NCB-36/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Andheriphant Chachuli Trail Bridge",37507805.84,Works,NCB,Completed
CTP-37/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Buwa Khola, Sunkoshi Diprung and Gufadanda Trail Bridge",20905000.0,Works,NCB,In-Progress
CTP-38/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Thumi Budhegara, Likhu Khola and Mukunde Khola Trail Bridge",24152620.0,Works,NCB,In-Progress
NCB-3/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kothebe Majhuwabagar Multispan Trail Bridge",82428870.2,Works,NCB,In-Progress
DROLTP/33701137-6/076/77-047,208 Road Division Lalitpur,"Widening,Asphalt Concreting and Drain construction on SiddipurBisandoleSankhadeviBisankhunarayanSadak (Package 1)",12661657.06,Works,NCB,In-Progress
NCB-5/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Chakiya BhabaiTrail Bridge",31906121.15,Works,NCB,Completed
CTP-39/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Arun Khola (Rakachuli Maina), Kusunde (Binaee) Khola Trail Bridge",32318000.0,Works,NCB,In-Progress
DROLTP/33731011-3/078/79-04(Re),208 Road Division Lalitpur,Periodic Maintenance of Kupondle Hanumansthan chowk Gusingal Kalopul Sanepa Road .,5795278.14,Works,NCB,In-Progress
CTP-40/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Thalapani (Thuligaad) and Khuttikatan Devigunj Trail Bridge",27233000.0,Works,NCB,Completed
CTP-41/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kalimati Kalche and Khasredamar Sujinpur Trail Bridge",23617000.0,Works,NCB,Completed
CTP-06/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Charambi Piluwadovan Trail Bridge",10386868.47,Works,NCB,In-Progress
CTP-45/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Tarkenibesi and Mainamaini Trail Bridge",17451720.0,Works,NCB,Completed
CTP-8/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bhuteni and Patapur Trail Bridge",31640000.0,Works,NCB,In-Progress
CTP-46/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Rangdalchour and Chhahara Khola Malarani Trail Bridge",28751720.0,Works,NCB,In-Progress
CTP-47/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Udindhunga and Chutrabot Lakuri Trail Bridge",41159120.0,Works,NCB,Completed
IDO/GORKHA/NCB/W/R/06/078-079,"Infrastructure Development Office, Gorkha",Upgrading of Pallotar Devisthan Sadak,1991737.0,Works,NCB,Completed
CTP-10/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Badidamar Satya Mabi and Machhedi Lamidamar Barahakhet Trail Bridge",28363000.0,Works,NCB,Completed
IDO/GORKHA/NCB/W/R/23/078-079,"Infrastructure Development Office, Gorkha","Construction and Upgrading of Jumli Chautara Rainas Sadak,Gorkha",1523946.83,Works,NCB,Completed
CTP-48/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kuira Nadi (Ranikunda) Trail Bridge",24959188.01,Works,NCB,Completed
DROLTP/33731011-3/078/79-05(Re),208 Road Division Lalitpur,Periodic Maintenance of Thaiba Sanogaun Road .,7938729.0,Works,NCB,In-Progress
CTP-13/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kartibeshi Dordi, Pisang and Thorungphedi Trail Bridge",59239147.12,Works,NCB,Completed
NCB-50/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Padku Trail Bridge",42850752.65,Works,NCB,In-Progress
IDO/GORKHA/NCB/W/BRIDGE/09/077-078,"Infrastructure Development Office, Gorkha","Upgrading of shikhar Koke Ahale GHaikhur Taple Chaapthok Road,Gorkha",2279723.38,Works,NCB,In-Progress
DROLTP/33731011-3/078/79-06,208 Road Division Lalitpur,Periodic Maintenance of Junction road Lele Tikabhairab Road,6781117.0,Works,NCB,In-Progress
CTP-15/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Mamkha Kharte Khola, Bhulketaar Molung Khola and Swara Tapkhola Trail Bridges",35104580.0,Works,NCB,In-Progress
NCB-43/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Ratekhal Trail Bridge",22538759.02,Works,NCB,In-Progress
IDO/GORKHA/SQ/W/R/02/078-079,"Infrastructure Development Office, Gorkha",Construction of Khagigaun To Darche Sadak,773328.0,Other Services,Sealed Quotation,Completed
DROLTP/33731011-3/078/79-07,208 Road Division Lalitpur,Periodic Maintenance of Kupondle ( Himalayan Hotel) Jwagal Chakupata Road,10838294.0,Works,NCB,In-Progress
DROLTP/33731011-3/078/79-08,208 Road Division Lalitpur,Periodic Maintenance of Nakhhu Chobhar Road,11850288.0,Works,NCB,In-Progress
DROLTP/33731011-3/078/79-09,208 Road Division Lalitpur,Periodic Maintenance of Saugal Chowk Bholdhoka Balkumari Road,9325233.0,Works,NCB,In-Progress
CTP-51/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Naglibang Trail Bridge",12091000.0,Works,NCB,In-Progress
IDO/GORKHA/NCB/W/BRIDGE/02/077-078,"Infrastructure Development Office, Gorkha","Consstruction of Rechet Khola Bridge, Gorkha",48895738.0,Works,NCB,In-Progress
CTP-53/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bharbang Nawang Trail Bridge",21018000.0,Works,NCB,Completed
CTP-54/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Sikha Kindu Trail Bridge",19102650.0,Works,NCB,Completed
DROLTP/33731011-3/078/79-010,208 Road Division Lalitpur,Periodic Maintenance of Champi Tikabhairab Road,9000231.0,Works,NCB,In-Progress
DROLTP/33731011-3/078/079-011,208 Road Division Lalitpur,Specific Maintenance ( Rigid Pavement works ) of Iti- Prayagpokhari Road,5820914.0,Works,NCB,In-Progress
NCB-56/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Jyamirgadhi Guwalgaun Trail Bridge",45159383.27,Works,NCB,In-Progress
CTP-20/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Khanikhola Jalkuni, Andheri Khola (Kalika), Badh Dabile Aapchour Gadikhola and Rampur Tari Trail Bridges",42374996.61,Works,NCB,Completed
DROLTP/33701120-4/078/79-013,208 Road Division Lalitpur,"Road Improvement Works in Shree RajdalGan Brrack,Lagankhel.",10392304.0,Works,NCB,In-Progress
IDO/LAMJUNG/NCB/W/ER/06/075-076,"Infrastructure Development Office, Gorkha","Upgrading of Dhungagade-Bhanjyang- Bunkot-Namjung-Ghaisang-Manakamana Road,Gorkha",386740872.22,Works,NCB,Completed
NCB-58/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Tangting Goyang Khola Trail Bridge",24743868.69,Works,NCB,Completed
NCB-59/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Simaltal Trail Bridge",15862996.1,Works,NCB,Completed
CTP-22/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bagun Baitada and Nigali Thuligaad Trail Bridges",18645000.0,Works,NCB,In-Progress
NCB-45/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Garuwa Dipudanda Tirtire Trail Bridge",32456232.69,Works,NCB,Completed
NCB-60/077/78,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Hanuman Nagar Gobargada Trail Bridge",60767078.5,Works,NCB,In-Progress
CTP-46/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Dhobi Khola Trail Bridge",10170000.0,Works,NCB,Completed
CTP-23/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kumaltar Bahuban, Fulmayadaha , Siddhi Khola, Bimire Narkate and Lahanitar Trail Bridges",48526720.0,Works,NCB,In-Progress
CTP-47/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Boudhhagumba Aalamdevi Trail Bridge",10169887.0,Works,NCB,Completed
CTP-25/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Chiping Khola and Likhubesi Pasaltar Trail Bridges",23769966.81,Works,NCB,In-Progress
IDO/LAMJUNG/NCB/W/DHO/01/076-077,"Infrastructure Development Office, Gorkha","Upgrading of Gorkha Hospital-Baraha -Phinam Road, Gorkha",98070561.71,Works,NCB,In-Progress
NCB-34/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Lalpani Multispan Trail Bridge",88308192.83,Works,NCB,In-Progress
CTP-48/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of MulsamTrail Bridge",20038666.29,Works,NCB,In-Progress
NCB-35/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Indrawati Multispan Trail Bridge",66414323.9,Works,NCB,In-Progress
CTP-10/075/76,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Ghatapata, Devi Dhoganna, Ratapani Trail Bridge",20679000.0,Works,NCB,In-Progress
CTP-26/075/76,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Chepe, Kyogma Trail Bridge",31640000.0,Works,NCB,In-Progress
CTP-31/075/76,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bokchegauda and Nalla Chhipra Trail Bridge",16929660.0,Works,NCB,In-Progress
CTP-32/075/76,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Dilbagar Ratadhunga Trail Bridge",9547370.0,Works,NCB,In-Progress
CTP-35/075/76,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bartighat, Mal Trail Bridge",30849000.0,Works,NCB,In-Progress
CTP-36/075/76,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Fakland Tapu, Chisang Khola Trail Bridge",29176600.0,Works,NCB,In-Progress
CTP-40/075/76,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Devasthal Kalikhola, Lopre, Devalkhalachour Trail Bridge",42332060.0,Works,NCB,In-Progress
CTP-02/074/75,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Thotne, Pilampa, Rawa (Jalapa) Trail Bridge",26442000.0,Works,NCB,In-Progress
CTP-06/074/75,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Deurali Odar, Rukumgad, Ri Khola Trail Bridge",27572000.0,Works,NCB,In-Progress
CTP-07/ 074/75,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Sanibheri Jyamirkhet, Tripurakot Trail Bridge",33893220.0,Works,NCB,In-Progress
CTP-49/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Sawa Khola Ratmate Tamakoshi (Khimti Jyamire) Trail Bridge",19210000.0,Works,NCB,In-Progress
CTP-16/074/75,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Pelma Tatopani Trail Bridge",42714000.0,Works,NCB,In-Progress
DROLTP/33701169-4/078/79-15,208 Road Division Lalitpur,Road Improvement Works on Lalitpur Konjosom Ga.pa. Nallu- Mahaankal Ga.Bi.Sa. Gothikhel Jodne Road.,12285784.0,Works,NCB,In-Progress
CTP-17/074/75,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Rawakhola (Rimkham), Balamta Rajapani, Sipakhola Trail Bridge",21299935.0,Works,NCB,In-Progress
DROLTP/33731011-3/078/79/016Re,208 Road Division Lalitpur,"Bio Engineering Works at Gwarko Lakuri Bhanjyang Road, Lalitpur",967320.68,Works,Sealed Quotation,In-Progress
CTP-50/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Purano Chainpur Madi Poklabang Bamsuwa Khola Trail Bridge",22713753.71,Works,NCB,In-Progress
DROLTP/33701137-4/078/79/019Re,208 Road Division Lalitpur,"Road Infrastructure Development works in Bogateshwor Mahadev Mandir- Godwari Khola Road, Mahalaxmi Na.Pa.05, Tikathali,Lalitpur",1882225.06,Works,Sealed Quotation,In-Progress
NCB-01/073/74,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Pathamari Multispan Trail Bridge",41229265.0,Works,NCB,In-Progress
DROLTP/33731011-3/078/79-022,208 Road Division Lalitpur,"Asphalt Pavement works in Champi Tikabhairab Road,Lalitpur",14358985.47,Works,NCB,In-Progress
CTP-2/073/74,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Igulbare and Rumalo Trail Bridge",24182000.0,Works,NCB,In-Progress
DROLTP/33701120-4/078/79-023(Re),208 Road Division Lalitpur,Road Upgrading works in Ishimod Dhapakhel Naagdaha chowk Jharuwa Barasi Road,14222495.92,Works,NCB,In-Progress
CTP-13/073/74,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bugadghat Trail Bridge",5609000.21,Works,NCB,In-Progress
DROLTP/33701138-4/078/79-025,208 Road Division Lalitpur,Road Upgrading works in Lakuri Bhanjyang Manedovan Road (Package-1),29029172.46,Works,NCB,In-Progress
NCB-36/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Khanti Lakhang Gumba Multispan Trail Bridge",58266427.68,Works,NCB,In-Progress
NCB-37/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Dhunge Khola Trail Bridge",21534304.07,Works,NCB,In-Progress
NCB-26/073/74,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kutaghat Multispan Trail Bridge",43408541.2,Works,NCB,Completed
NCB-27/073/74,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Galfaghat Multispan Trail Bridge",49274557.98,Works,NCB,In-Progress
CTP-34/073/74,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Simli Garayal, Shyamka chola Trail Bridge",28745844.0,Works,NCB,In-Progress
NCB-38/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Kisne Khola Trail Bridge",33079599.65,Works,NCB,In-Progress
NCB-39/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Sahasibasti Trail Bridge",31581985.62,Works,NCB,In-Progress
NEA-BPICP-NCB-01/2078/79,"NEA, Engineering Services Directorate, Building and Physical Infrastructure Construction Project",Construction of NEA Office Buildings at Lainchaur and Bhagwanpaau,764033393.14,Works,NCB,In-Progress
04/078-079/NCB/Works/ISP/DWIED-Surkhet,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",Sovanchaur Lift ISP,3239247.53,Works,NCB,In-Progress
NCB-37/072/73,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Satmerighat Trail Bridge",36576332.79,Works,NCB,In-Progress
01/078-079/NCB/Works/WSP/DWIED-Surkhet,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",Chhapre Lift WSP Gayakhola Scheme,27091636.92,Works,NCB,In-Progress
NCB-40/076/77,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Chisapani Bafardamar rail Bridge",23065253.73,Works,NCB,Completed
02/078-079/NCB/Works/WSP/DWIED-Surkhet,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",Chhapre Lift WSP Sanni & Paisara Scheme,22940278.91,Works,NCB,In-Progress
DROLTP/33701138-4/078/79-026,208 Road Division Lalitpur,Road Upgrading works in Lakuri Bhanjyang Manedovan Road (Package-2),26685129.05,Works,NCB,In-Progress
DROLTP/33731011-3/078/079-030,208 Road Division Lalitpur,Periodic Maintenance of Gwarko - Lubhu- Lakuribhanjyang Road .,7632330.51,Works,NCB,In-Progress
DROLTP/33701136-4/078/079-032,208 Road Division Lalitpur,"Traffic Safety works in SRN / SURNs, Lalitpur",626798.01,Works,Sealed Quotation,In-Progress
DROLTP/33731011-3/078/079-034,208 Road Division Lalitpur,Supply work of construction materials at RD Lalitpur (Package -03),1694326.52,Works,Sealed Quotation,In-Progress
DROLTP/33731011-3/078/079-035,208 Road Division Lalitpur,Supply work of construction materials at RD Lalitpur (Package -04),1686773.6,Works,Sealed Quotation,In-Progress
DROLTP/33731011-3/078/079-036,208 Road Division Lalitpur,Specific Maintenance works in Bhoje pokhari -Imadole Road Lalitpur,1655869.23,Works,Sealed Quotation,Completed
CTP-17/071/72,Suspension Bridge Division (SBD),Triveni Maheshpur (Susta) Multispan Trail Bridge,236598807.9,Works,NCB,Completed
CTP-30/069/70,Suspension Bridge Division (SBD),Trivenidham (Balmiki Asram) Trail Bridge,58722385.69,Works,NCB,In-Progress
CTP-09/078/79,Suspension Bridge Division (SBD),"Fabrication, Supply, Transportation, Construction and Erection of Bhurchaur Raira Trail Bridge",23391000.0,Works,NCB,In-Progress
07/076-077/NCB/Works/WS/WSIEDO-Surkhet,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",Taranga Lift WSP,62731800.57,Works,NCB,In-Progress
03/078-079/NCB/Works/WSP/DWIED-Surkhet,"Directorate of Water Supply, Irrigation and Energy Development, Surkhet",Construction of Overhead Tank Bishalbazar,11129971.8,Works,NCB,In-Progress
WRIDDO/Kapilvastu/NCB/Gaddaghat.A-05/078-079,Water resources and Irrigation Development Division Kapilvastu,"Construction of Guide bund and afflux bund, Headworks, Canal lining, VRBs, Retaining wall and proportional divider of Gaddaghat IP",56463805.21,Works,NCB,In-Progress
WRIDDO/Kapilvastu/NCB/Gaddaghat.B-06/078-079,Water resources and Irrigation Development Division Kapilvastu,"Construction of Canal lining, Field outlet, Footbridge, drop structure and main canal reshaping of Gaddaghat IP",46691512.83,Works,NCB,In-Progress
RIDO-ARG-W-NCB-75-2077/078,"Road Infrastructure Development Office, Arghakhanchi","Upgrading of Patauti Durgaphat Kukhure Deurali Kharjyang Ranibas Simichaur Tamghas Road ( Patauti Durgaphat Kharjyang Section, Ch: 0+000 to 15+080)",179235803.43,Works,NCB,In-Progress
RIDO-ARG-W-NCB-38-2077/078,"Road Infrastructure Development Office, Arghakhanchi",Upgrading of Sandhikharka-Gachhe-Dhikura-Dhancaur-Jukena-Jaluke- Lamatal-Badidamar-Chite-Rampur Road (Gachhe-Dhikura-Dhanchaur Todke Section),126205901.93,Works,NCB,Completed
RIDO-ARG-W-NCB-39-2077/078,"Road Infrastructure Development Office, Arghakhanchi",Upgrading of Chhatradev Ga.Pa. Pahuch Marg :Divarna Jarekhola Dharapati Chhtragunj Road (Chainage 0+000 to 13+800),218409864.58,Works,NCB,In-Progress
RIDO-ARG-W-NCB-40-2077/078,"Road Infrastructure Development Office, Arghakhanchi",Upgrading of Malarani RM Access Road : Chyandanda Diverna Khana Khanadaha Dandakatari Road (Chainage 0+000 to 16+000),214790425.14,Works,NCB,In-Progress
MBHPG/33701122/078-79/BC-09,"Madan Bhandari Road Project,Tamghas Gulmi","Construction of Simply Supported, Cast-in-Situ, 2 Webbed Pre-stressed Concrete Slab-Deck Bridge (2x30.0m Span, Total Length 64.15 m) over Nisti Khola along Kharibot - Chisapani Road, Gulmi",129299831.07,Works,NCB,In-Progress
RIDO-ARG-W-NCB-136-2076/077,"Road Infrastructure Development Office, Arghakhanchi",Upgrading of Sandhikharka-Balkot-Tamghas Road (Balkot-Neta Section),194990887.02,Works,NCB,In-Progress
MBRPG/33701122/078-79/BC-04,"Madan Bhandari Road Project,Tamghas Gulmi","Construction of Pre-stressed Concrete Bridge (1x40m Span, Total Length 41.2 m) over Panaha Khola at Simajhulkine , Gulmi",72189188.66,Works,NCB,In-Progress
RIDO-ARG-W-NCB-02-2078/079,"Road Infrastructure Development Office, Arghakhanchi","Upgrading of Sandhikharka-Gachhe-Dhikura-Dhancaur-Jukena-Jaluke- Lamatal-Badidamar-Chite-Rampur Road (Todke - Lamatal Section, Ch.: 18+160 to Ch.: 47+777)",264776538.33,Works,NCB,In-Progress
RIDOKAP/10134/NCB/078-79/111,"Road Infrastructure Development Office, Kapilvastu","BIMIHA CHOEK DEKHI MADHUNAGRA, MAHADEV, MADARGADH TO SOHSA ROAD, KAPILVASTU",97799327.07,Works,NCB,In-Progress
RIDOKAP/10134/NCB/078-79/112,"Road Infrastructure Development Office, Kapilvastu","CHAKARCHAURA-DOHANI-PACHEHARA ROAD, KAPILVASTU",53167809.05,Works,NCB,In-Progress
RIDOKAP/10134/NCB/078-79/113,"Road Infrastructure Development Office, Kapilvastu","LODDIH EAST BOX CULVERT CONSTRUCTION, KAPILVASTU",19776706.64,Works,NCB,In-Progress
RIDOKAP/10134/NCB/078-79/114,"Road Infrastructure Development Office, Kapilvastu","JHARUWA CHOWK DEKHI BITHUWA HUDAI CHOTI DIHWA TO NEPAL BORDER, KAPILVASTU",67708952.44,Works,NCB,In-Progress
DoLI/RCIP/Works/NCB-01/2075/076,"Rural Connectivity Improvement Project (RCIP), Project Implementation Unit (PIU 1), Jhapa",Upgrading of Puspalal Chowk - Gachhiya Road,522473722.84,Works,NCB,In-Progress
