0,1,2,3,4,5,6,7,8,9
"ससंंघघीीयय ससिि(cid:68)(cid:68)तत ककोोषषबबााटट (cid:32)(cid:32)वव(cid:16)(cid:16)ननययोोजजनन हहुनुने े (cid:42)(cid:42)यययय अअननमुमु ााननककोो ससाारराांशंश
(((cid:59)(cid:59)..ललााखखममाा))",,,,,,,,,
अअननददुुाानन ससं(cid:9)ं(cid:9)ययाा,मम(cid:12)(cid:12)(cid:13)(cid:13)ााललयय // (cid:16)(cid:16)ननककाायय,"22008811//8822 ककोो ययथथााथथ(cid:24)(cid:24)
खखचच(cid:24)(cid:24)","22008822//8833 ककोो
ससंशंशोो(cid:16)(cid:16)धधतत अअननममुु ाानन",22008833//8844 ककोो (cid:32)(cid:32)वव(cid:16)(cid:16)ननययोोजजनन,,,(cid:35)(cid:35)ोोतत,,
,,,,जज(cid:36)(cid:36)ममाा,चचााललुु,"पपजँजँुु ीीगगतत ततथथाा (cid:32)(cid:32)वव(cid:41)(cid:41)ीीयय
(cid:42)(cid:42)ययवव(cid:43)(cid:43)थथाा",ननेपेपाालल ससररककाारर,ववैदैदेेििशशकक,
,,,,,,,,अअननददुुाानन,ऋऋणण
