'गत वर्षको,मौज्दात,२०८१।८२ को,उत्पादन,२०८१।८२,को बिक्री,मौज्दात,बाँकी
काठ,दाउरा,काठ,दाउरा,काठ,दाउरा,काठ,दाउरा
१७६६४२५.०४,३७१७.२७,२७६०५९८.४२,८९२१.४२,२१७३२५५.१९,६०७२.१७,२३५३७६८.२७,६५६६.५२
