विवरण,प्रारम्भिक प्रतिवेदन |,,प्रतिक्रियाबाट,,सम्परीक्षण] बाँकी बेरुजु,
,दफा |,रकम |,दफा,रकम,दफा,रकम
सङ्घीय सरकारी कार्यालयहरू,४०११३|,५६४५९९४],१५५५],३१११],३८११८],५३४८७७
प्रदेश सरकारी कार्यालयहरू,| २०३९५],५६८२४],८९२],४५३४],१९१०३],२२८७
स्थानीय तह,|[१२०४१८],२१४७५०][१४७५२],,,२४२७३|१०१६६६],_१९०४७७
समिति र अन्य संस्था (प्रदेश समेत),२५०४७|,११५१४०|,८5६०,११८७०],२४१८७|],१०३२७०
। =,,,,,७१७९७|१८७९१४|],८८०९११
