कोशी,२८१८२९०७,१६८७१६९३,२५९.८६
मधेश,३१२३३६०४,२२०९७७०१,७०.७५
जानमती,४६४०३३११,३५७५८७१८,७७.०६
गण्डकी,२२८९२२४६,१३३९९४७०,
